# terrain-clip T1 probe. subdiv=200 tiles=2 contact_h=2.45 ambient_snow=0.77 dem=8192x4096 relief=350.0 (raw DEM, unblurred)
site	kind	x_m	y_m	field_r	facet_r	gap_m	elev_m	note
CTRL_VALLEY_CENTER	grid	-20	80	15244.084	15243.708	-0.376	244.08	-
CTRL_VALLEY_CENTER	grid	-20	100	15243.303	15243.010	-0.293	243.30	-
CTRL_VALLEY_CENTER	grid	-20	120	15242.669	15242.399	-0.270	242.67	-
CTRL_VALLEY_CENTER	grid	-20	140	15242.224	15242.065	-0.160	242.22	-
CTRL_VALLEY_CENTER	grid	-20	160	15242.032	15242.142	0.111	242.03	-
CTRL_VALLEY_CENTER	grid	-20	180	15242.197	15242.231	0.035	242.20	-
CTRL_VALLEY_CENTER	grid	-20	200	15242.814	15243.042	0.228	242.81	-
CTRL_VALLEY_CENTER	grid	-20	220	15243.972	15244.439	0.467	243.97	-
CTRL_VALLEY_CENTER	grid	-20	240	15245.705	15245.863	0.158	245.71	-
CTRL_VALLEY_CENTER	grid	-20	260	15248.036	15248.355	0.319	248.04	-
CTRL_VALLEY_CENTER	grid	-20	280	15250.892	15251.256	0.364	250.89	-
CTRL_VALLEY_CENTER	grid	-20	300	15254.157	15254.219	0.062	254.16	-
CTRL_VALLEY_CENTER	grid	-20	320	15257.681	15257.799	0.119	257.68	-
CTRL_VALLEY_CENTER	grid	-20	340	15261.278	15261.354	0.076	261.28	-
CTRL_VALLEY_CENTER	grid	-20	360	15264.765	15264.817	0.052	264.77	-
CTRL_VALLEY_CENTER	grid	-20	380	15267.979	15267.801	-0.178	267.98	-
CTRL_VALLEY_CENTER	grid	-20	400	15270.786	15270.708	-0.078	270.79	-
CTRL_VALLEY_CENTER	grid	-20	420	15273.116	15273.143	0.028	273.12	-
CTRL_VALLEY_CENTER	grid	-20	440	15274.936	15274.899	-0.038	274.94	-
CTRL_VALLEY_CENTER	grid	-20	460	15276.265	15276.393	0.128	276.27	-
CTRL_VALLEY_CENTER	grid	-20	480	15277.158	15277.352	0.195	277.16	-
CTRL_VALLEY_CENTER	grid	-20	500	15277.696	15278.008	0.313	277.70	-
CTRL_VALLEY_CENTER	grid	0	-500	15269.609	15271.977	2.368	269.61	-
CTRL_VALLEY_CENTER	grid	0	-480	15235.162	15252.142	16.981	235.16	-
CTRL_VALLEY_CENTER	grid	0	-460	15233.633	15236.836	3.202	233.63	-
CTRL_VALLEY_CENTER	grid	0	-440	15233.038	15233.278	0.241	233.04	-
CTRL_VALLEY_CENTER	grid	0	-420	15232.620	15232.705	0.084	232.62	-
CTRL_VALLEY_CENTER	grid	0	-400	15232.304	15232.331	0.027	232.30	-
CTRL_VALLEY_CENTER	grid	0	-380	15232.055	15232.130	0.075	232.06	-
CTRL_VALLEY_CENTER	grid	0	-360	15232.015	15231.928	-0.087	232.02	-
CTRL_VALLEY_CENTER	grid	0	-340	15231.707	15231.812	0.105	231.71	-
CTRL_VALLEY_CENTER	grid	0	-320	15231.524	15231.738	0.214	231.52	-
CTRL_VALLEY_CENTER	grid	0	-300	15231.678	15231.678	-0.000	231.68	-
CTRL_VALLEY_CENTER	grid	0	-280	15232.124	15232.235	0.111	232.12	-
CTRL_VALLEY_CENTER	grid	0	-260	15232.743	15232.820	0.076	232.74	-
CTRL_VALLEY_CENTER	grid	0	-240	15233.509	15237.814	4.305	233.51	-
CTRL_VALLEY_CENTER	grid	0	-220	15234.361	15252.639	18.278	234.36	-
CTRL_VALLEY_CENTER	grid	0	-200	15274.479	15267.658	-6.821	274.48	-
CTRL_VALLEY_CENTER	grid	0	-180	15272.957	15272.254	-0.703	272.96	-
CTRL_VALLEY_CENTER	grid	0	-160	15270.239	15269.636	-0.603	270.24	-
CTRL_VALLEY_CENTER	grid	0	-140	15267.256	15267.046	-0.210	267.26	-
CTRL_VALLEY_CENTER	grid	0	-120	15264.006	15262.744	-1.262	264.01	-
CTRL_VALLEY_CENTER	grid	0	-100	15260.575	15259.829	-0.746	260.58	-
CTRL_VALLEY_CENTER	grid	0	-80	15257.154	15256.919	-0.235	257.15	-
CTRL_VALLEY_CENTER	grid	0	-60	15253.796	15252.981	-0.815	253.80	-
CTRL_VALLEY_CENTER	grid	0	-40	15250.710	15250.153	-0.557	250.71	-
CTRL_VALLEY_CENTER	grid	0	-20	15247.937	15247.702	-0.235	247.94	-
CTRL_VALLEY_CENTER	grid	0	0	15245.517	15245.193	-0.324	245.52	-
CTRL_VALLEY_CENTER	grid	0	20	15243.510	15243.143	-0.367	243.51	-
CTRL_VALLEY_CENTER	grid	0	40	15241.823	15241.676	-0.147	241.82	-
CTRL_VALLEY_CENTER	grid	0	60	15240.438	15240.327	-0.112	240.44	-
CTRL_VALLEY_CENTER	grid	0	80	15239.289	15239.093	-0.196	239.29	-
CTRL_VALLEY_CENTER	grid	0	100	15238.332	15238.346	0.013	238.33	-
CTRL_VALLEY_CENTER	grid	0	120	15237.571	15237.675	0.104	237.57	-
CTRL_VALLEY_CENTER	grid	0	140	15237.019	15237.026	0.008	237.02	-
CTRL_VALLEY_CENTER	grid	0	160	15236.737	15237.092	0.355	236.74	-
CTRL_VALLEY_CENTER	grid	0	180	15236.823	15237.197	0.374	236.82	-
CTRL_VALLEY_CENTER	grid	0	200	15237.370	15237.663	0.293	237.37	-
CTRL_VALLEY_CENTER	grid	0	220	15238.453	15239.239	0.787	238.45	-
CTRL_VALLEY_CENTER	grid	0	240	15240.147	15240.721	0.574	240.15	-
CTRL_VALLEY_CENTER	grid	0	260	15242.432	15242.943	0.510	242.43	-
CTRL_VALLEY_CENTER	grid	0	280	15245.286	15246.059	0.772	245.29	-
CTRL_VALLEY_CENTER	grid	0	300	15248.589	15249.015	0.426	248.59	-
CTRL_VALLEY_CENTER	grid	0	320	15252.182	15252.461	0.279	252.18	-
CTRL_VALLEY_CENTER	grid	0	340	15255.904	15256.183	0.279	255.90	-
CTRL_VALLEY_CENTER	grid	0	360	15259.564	15259.765	0.201	259.56	-
CTRL_VALLEY_CENTER	grid	0	380	15263.003	15262.907	-0.096	263.00	-
CTRL_VALLEY_CENTER	grid	0	400	15266.101	15265.992	-0.109	266.10	-
CTRL_VALLEY_CENTER	grid	0	420	15268.757	15268.904	0.146	268.76	-
CTRL_VALLEY_CENTER	grid	0	440	15270.955	15270.694	-0.261	270.95	-
CTRL_VALLEY_CENTER	grid	0	460	15272.700	15272.512	-0.188	272.70	-
CTRL_VALLEY_CENTER	grid	0	480	15274.022	15273.976	-0.045	274.02	-
CTRL_VALLEY_CENTER	grid	0	500	15275.006	15274.637	-0.369	275.01	-
CTRL_VALLEY_CENTER	grid	20	-500	15296.795	15282.586	-14.209	296.79	-
CTRL_VALLEY_CENTER	grid	20	-480	15279.946	15263.450	-16.496	279.95	-
CTRL_VALLEY_CENTER	grid	20	-460	15237.197	15243.818	6.621	237.20	-
CTRL_VALLEY_CENTER	grid	20	-440	15233.881	15238.955	5.074	233.88	-
CTRL_VALLEY_CENTER	grid	20	-420	15233.507	15235.081	1.574	233.51	-
CTRL_VALLEY_CENTER	grid	20	-400	15233.193	15233.202	0.009	233.19	-
CTRL_VALLEY_CENTER	grid	20	-380	15232.954	15233.001	0.047	232.95	-
CTRL_VALLEY_CENTER	grid	20	-360	15232.904	15232.828	-0.076	232.90	-
CTRL_VALLEY_CENTER	grid	20	-340	15232.597	15232.705	0.108	232.60	-
CTRL_VALLEY_CENTER	grid	20	-320	15232.420	15232.633	0.213	232.42	-
CTRL_VALLEY_CENTER	grid	20	-300	15232.519	15232.588	0.069	232.52	-
CTRL_VALLEY_CENTER	grid	20	-280	15232.865	15244.891	12.026	232.87	-
CTRL_VALLEY_CENTER	grid	20	-260	15233.386	15248.448	15.061	233.39	-
CTRL_VALLEY_CENTER	grid	20	-240	15234.043	15252.033	17.991	234.04	-
CTRL_VALLEY_CENTER	grid	20	-220	15242.681	15251.449	8.768	242.68	-
CTRL_VALLEY_CENTER	grid	20	-200	15279.303	15264.932	-14.370	279.30	-
CTRL_VALLEY_CENTER	grid	20	-180	15276.356	15275.997	-0.360	276.36	-
CTRL_VALLEY_CENTER	grid	20	-160	15273.070	15271.667	-1.403	273.07	-
CTRL_VALLEY_CENTER	grid	20	-140	15269.372	15268.502	-0.870	269.37	-
CTRL_VALLEY_CENTER	grid	20	-120	15265.404	15264.967	-0.437	265.40	-
CTRL_VALLEY_CENTER	grid	20	-100	15261.198	15260.270	-0.929	261.20	-
CTRL_VALLEY_CENTER	grid	20	-80	15256.914	15256.361	-0.553	256.91	-
CTRL_VALLEY_CENTER	grid	20	-60	15252.772	15252.767	-0.006	252.77	-
CTRL_VALLEY_CENTER	grid	20	-40	15248.849	15248.857	0.008	248.85	-
CTRL_VALLEY_CENTER	grid	20	-20	15245.348	15245.222	-0.125	245.35	-
CTRL_VALLEY_CENTER	grid	20	0	15242.284	15242.723	0.439	242.28	-
CTRL_VALLEY_CENTER	grid	20	20	15239.676	15240.120	0.444	239.68	-
CTRL_VALLEY_CENTER	grid	20	40	15237.559	15237.572	0.013	237.56	-
CTRL_VALLEY_CENTER	grid	20	60	15235.810	15236.056	0.246	235.81	-
CTRL_VALLEY_CENTER	grid	20	80	15234.401	15234.605	0.204	234.40	-
CTRL_VALLEY_CENTER	grid	20	100	15233.271	15233.428	0.157	233.27	-
CTRL_VALLEY_CENTER	grid	20	120	15232.383	15232.686	0.303	232.38	-
CTRL_VALLEY_CENTER	grid	20	140	15231.757	15231.979	0.222	231.76	-
CTRL_VALLEY_CENTER	grid	20	160	15231.432	15231.914	0.482	231.43	-
CTRL_VALLEY_CENTER	grid	20	180	15231.466	15232.176	0.711	231.47	-
CTRL_VALLEY_CENTER	grid	20	200	15231.995	15232.308	0.313	231.99	-
CTRL_VALLEY_CENTER	grid	20	220	15233.062	15233.859	0.797	233.06	-
CTRL_VALLEY_CENTER	grid	20	240	15234.723	15235.689	0.966	234.72	-
CTRL_VALLEY_CENTER	grid	20	260	15237.017	15237.282	0.264	237.02	-
CTRL_VALLEY_CENTER	grid	20	280	15239.882	15240.516	0.633	239.88	-
CTRL_VALLEY_CENTER	grid	20	300	15243.216	15243.778	0.562	243.22	-
CTRL_VALLEY_CENTER	grid	20	320	15246.893	15247.020	0.127	246.89	-
CTRL_VALLEY_CENTER	grid	20	340	15250.724	15250.757	0.033	250.72	-
CTRL_VALLEY_CENTER	grid	20	360	15254.556	15254.524	-0.033	254.56	-
CTRL_VALLEY_CENTER	grid	20	380	15258.222	15258.048	-0.173	258.22	-
CTRL_VALLEY_CENTER	grid	20	400	15261.593	15261.314	-0.280	261.59	-
CTRL_VALLEY_CENTER	grid	20	420	15264.594	15264.607	0.013	264.59	-
CTRL_VALLEY_CENTER	grid	20	440	15267.176	15267.312	0.136	267.18	-
CTRL_VALLEY_CENTER	grid	20	460	15269.346	15269.370	0.025	269.35	-
CTRL_VALLEY_CENTER	grid	20	480	15271.137	15271.456	0.319	271.14	-
CTRL_VALLEY_CENTER	grid	20	500	15272.581	15273.112	0.530	272.58	-
CTRL_VALLEY_CENTER	grid	40	-500	15300.113	15293.012	-7.101	300.11	-
CTRL_VALLEY_CENTER	grid	40	-480	15301.532	15275.397	-26.134	301.53	-
CTRL_VALLEY_CENTER	grid	40	-460	15289.956	15259.202	-30.754	289.96	-
CTRL_VALLEY_CENTER	grid	40	-440	15251.652	15253.731	2.079	251.65	-
CTRL_VALLEY_CENTER	grid	40	-420	15234.394	15253.295	18.901	234.39	-
CTRL_VALLEY_CENTER	grid	40	-400	15234.081	15252.887	18.806	234.08	-
CTRL_VALLEY_CENTER	grid	40	-380	15233.857	15236.012	2.155	233.86	-
CTRL_VALLEY_CENTER	grid	40	-360	15233.800	15236.220	2.420	233.80	-
CTRL_VALLEY_CENTER	grid	40	-340	15233.488	15236.183	2.695	233.49	-
CTRL_VALLEY_CENTER	grid	40	-320	15233.322	15233.954	0.632	233.32	-
CTRL_VALLEY_CENTER	grid	40	-300	15233.379	15233.515	0.137	233.38	-
CTRL_VALLEY_CENTER	grid	40	-280	15233.649	15240.933	7.283	233.65	-
CTRL_VALLEY_CENTER	grid	40	-260	15234.095	15261.602	27.508	234.09	-
CTRL_VALLEY_CENTER	grid	40	-240	15238.663	15272.287	33.623	238.66	-
CTRL_VALLEY_CENTER	grid	40	-220	15286.558	15273.240	-13.319	286.56	-
CTRL_VALLEY_CENTER	grid	40	-200	15283.545	15272.502	-11.043	283.55	-
CTRL_VALLEY_CENTER	grid	40	-180	15280.126	15277.300	-2.826	280.13	-
CTRL_VALLEY_CENTER	grid	40	-160	15276.255	15275.819	-0.436	276.25	-
CTRL_VALLEY_CENTER	grid	40	-140	15271.945	15271.516	-0.429	271.95	-
CTRL_VALLEY_CENTER	grid	40	-120	15267.200	15267.202	0.003	267.20	-
CTRL_VALLEY_CENTER	grid	40	-100	15262.234	15262.113	-0.121	262.23	-
CTRL_VALLEY_CENTER	grid	40	-80	15257.127	15257.055	-0.072	257.13	-
CTRL_VALLEY_CENTER	grid	40	-60	15252.106	15251.824	-0.282	252.11	-
CTRL_VALLEY_CENTER	grid	40	-40	15247.394	15247.391	-0.003	247.39	-
CTRL_VALLEY_CENTER	grid	40	-20	15243.066	15243.195	0.129	243.07	-
CTRL_VALLEY_CENTER	grid	40	0	15239.313	15239.340	0.027	239.31	-
CTRL_VALLEY_CENTER	grid	40	20	15236.112	15236.277	0.164	236.11	-
CTRL_VALLEY_CENTER	grid	40	40	15233.453	15233.609	0.156	233.45	-
CTRL_VALLEY_CENTER	grid	40	60	15231.339	15231.578	0.239	231.34	-
CTRL_VALLEY_CENTER	grid	40	80	15229.635	15229.857	0.222	229.63	-
CTRL_VALLEY_CENTER	grid	40	100	15228.304	15228.449	0.145	228.30	-
CTRL_VALLEY_CENTER	grid	40	120	15227.308	15227.692	0.384	227.31	-
CTRL_VALLEY_CENTER	grid	40	140	15226.606	15226.962	0.357	226.61	-
CTRL_VALLEY_CENTER	grid	40	160	15226.257	15226.531	0.273	226.26	-
CTRL_VALLEY_CENTER	grid	40	180	15226.303	15226.881	0.578	226.30	-
CTRL_VALLEY_CENTER	grid	40	200	15226.810	15227.259	0.449	226.81	-
CTRL_VALLEY_CENTER	grid	40	220	15227.905	15228.254	0.349	227.90	-
CTRL_VALLEY_CENTER	grid	40	240	15229.593	15230.110	0.518	229.59	-
CTRL_VALLEY_CENTER	grid	40	260	15231.884	15232.187	0.302	231.88	-
CTRL_VALLEY_CENTER	grid	40	280	15234.783	15235.253	0.470	234.78	-
CTRL_VALLEY_CENTER	grid	40	300	15238.167	15238.713	0.546	238.17	-
CTRL_VALLEY_CENTER	grid	40	320	15241.897	15242.201	0.304	241.90	-
CTRL_VALLEY_CENTER	grid	40	340	15245.851	15246.163	0.311	245.85	-
CTRL_VALLEY_CENTER	grid	40	360	15249.833	15250.096	0.262	249.83	-
CTRL_VALLEY_CENTER	grid	40	380	15253.705	15254.012	0.307	253.71	-
CTRL_VALLEY_CENTER	grid	40	400	15257.352	15257.533	0.180	257.35	-
CTRL_VALLEY_CENTER	grid	40	420	15260.680	15260.864	0.184	260.68	-
CTRL_VALLEY_CENTER	grid	40	440	15263.651	15263.947	0.296	263.65	-
CTRL_VALLEY_CENTER	grid	40	460	15266.248	15266.501	0.254	266.25	-
CTRL_VALLEY_CENTER	grid	40	480	15268.492	15268.822	0.329	268.49	-
CTRL_VALLEY_CENTER	grid	40	500	15270.427	15270.675	0.247	270.43	-
CTRL_VALLEY_CENTER	grid	60	-500	15302.716	15302.214	-0.502	302.72	-
CTRL_VALLEY_CENTER	grid	60	-480	15304.516	15303.925	-0.591	304.52	-
CTRL_VALLEY_CENTER	grid	60	-460	15305.866	15288.594	-17.272	305.87	-
CTRL_VALLEY_CENTER	grid	60	-440	15306.854	15277.406	-29.448	306.85	-
CTRL_VALLEY_CENTER	grid	60	-420	15307.336	15280.887	-26.448	307.34	-
CTRL_VALLEY_CENTER	grid	60	-400	15290.929	15281.537	-9.392	290.93	-
CTRL_VALLEY_CENTER	grid	60	-380	15249.786	15270.726	20.940	249.79	-
CTRL_VALLEY_CENTER	grid	60	-360	15243.041	15249.983	6.943	243.04	-
CTRL_VALLEY_CENTER	grid	60	-340	15235.072	15239.876	4.804	235.07	-
CTRL_VALLEY_CENTER	grid	60	-320	15234.224	15238.237	4.013	234.22	-
CTRL_VALLEY_CENTER	grid	60	-300	15234.248	15236.034	1.787	234.25	-
CTRL_VALLEY_CENTER	grid	60	-280	15234.465	15234.701	0.236	234.47	-
CTRL_VALLEY_CENTER	grid	60	-260	15256.652	15255.354	-1.299	256.65	-
CTRL_VALLEY_CENTER	grid	60	-240	15294.148	15276.225	-17.923	294.15	-
CTRL_VALLEY_CENTER	grid	60	-220	15291.210	15290.715	-0.495	291.21	-
CTRL_VALLEY_CENTER	grid	60	-200	15287.874	15287.064	-0.810	287.87	-
CTRL_VALLEY_CENTER	grid	60	-180	15284.053	15283.441	-0.612	284.05	-
CTRL_VALLEY_CENTER	grid	60	-160	15279.691	15278.527	-1.164	279.69	-
CTRL_VALLEY_CENTER	grid	60	-140	15274.780	15273.510	-1.270	274.78	-
CTRL_VALLEY_CENTER	grid	60	-120	15269.397	15268.839	-0.558	269.40	-
CTRL_VALLEY_CENTER	grid	60	-100	15263.630	15262.635	-0.996	263.63	-
CTRL_VALLEY_CENTER	grid	60	-80	15257.758	15256.802	-0.956	257.76	-
CTRL_VALLEY_CENTER	grid	60	-60	15251.906	15251.774	-0.132	251.91	-
CTRL_VALLEY_CENTER	grid	60	-40	15246.341	15246.182	-0.159	246.34	-
CTRL_VALLEY_CENTER	grid	60	-20	15241.268	15240.984	-0.284	241.27	-
CTRL_VALLEY_CENTER	grid	60	0	15236.742	15236.933	0.190	236.74	-
CTRL_VALLEY_CENTER	grid	60	20	15232.928	15233.347	0.419	232.93	-
CTRL_VALLEY_CENTER	grid	60	40	15229.757	15229.795	0.038	229.76	-
CTRL_VALLEY_CENTER	grid	60	60	15227.181	15227.490	0.309	227.18	-
CTRL_VALLEY_CENTER	grid	60	80	15225.197	15225.643	0.446	225.20	-
CTRL_VALLEY_CENTER	grid	60	100	15223.645	15223.823	0.178	223.65	-
CTRL_VALLEY_CENTER	grid	60	120	15222.508	15222.784	0.276	222.51	-
CTRL_VALLEY_CENTER	grid	60	140	15221.761	15222.205	0.444	221.76	-
CTRL_VALLEY_CENTER	grid	60	160	15221.380	15221.653	0.272	221.38	-
CTRL_VALLEY_CENTER	grid	60	180	15221.440	15222.210	0.770	221.44	-
CTRL_VALLEY_CENTER	grid	60	200	15221.987	15222.796	0.809	221.99	-
CTRL_VALLEY_CENTER	grid	60	220	15223.089	15223.582	0.493	223.09	-
CTRL_VALLEY_CENTER	grid	60	240	15224.816	15225.950	1.134	224.82	-
CTRL_VALLEY_CENTER	grid	60	260	15227.152	15228.058	0.906	227.15	-
CTRL_VALLEY_CENTER	grid	60	280	15230.057	15230.666	0.610	230.06	-
CTRL_VALLEY_CENTER	grid	60	300	15233.488	15234.353	0.865	233.49	-
CTRL_VALLEY_CENTER	grid	60	320	15237.292	15237.874	0.582	237.29	-
CTRL_VALLEY_CENTER	grid	60	340	15241.318	15241.661	0.343	241.32	-
CTRL_VALLEY_CENTER	grid	60	360	15245.438	15245.729	0.291	245.44	-
CTRL_VALLEY_CENTER	grid	60	380	15249.498	15249.752	0.254	249.50	-
CTRL_VALLEY_CENTER	grid	60	400	15253.387	15253.402	0.014	253.39	-
CTRL_VALLEY_CENTER	grid	60	420	15257.024	15256.949	-0.075	257.02	-
CTRL_VALLEY_CENTER	grid	60	440	15260.357	15260.469	0.112	260.36	-
CTRL_VALLEY_CENTER	grid	60	460	15263.376	15263.083	-0.293	263.38	-
CTRL_VALLEY_CENTER	grid	60	480	15266.073	15265.744	-0.329	266.07	-
CTRL_VALLEY_CENTER	grid	60	500	15268.466	15268.542	0.077	268.47	-
CTRL_VALLEY_CENTER	grid	80	-500	15304.624	15304.129	-0.496	304.62	-
CTRL_VALLEY_CENTER	grid	80	-480	15306.644	15305.962	-0.682	306.64	-
CTRL_VALLEY_CENTER	grid	80	-460	15308.344	15307.700	-0.645	308.34	-
CTRL_VALLEY_CENTER	grid	80	-440	15309.578	15301.869	-7.709	309.58	-
CTRL_VALLEY_CENTER	grid	80	-420	15310.428	15303.645	-6.783	310.43	-
CTRL_VALLEY_CENTER	grid	80	-400	15310.723	15307.167	-3.556	310.72	-
CTRL_VALLEY_CENTER	grid	80	-380	15310.606	15306.529	-4.077	310.61	-
CTRL_VALLEY_CENTER	grid	80	-360	15309.996	15285.390	-24.606	310.00	-
CTRL_VALLEY_CENTER	grid	80	-340	15290.546	15264.330	-26.216	290.55	-
CTRL_VALLEY_CENTER	grid	80	-320	15307.573	15252.859	-54.713	307.57	-
CTRL_VALLEY_CENTER	grid	80	-300	15286.282	15254.139	-32.142	286.28	-
CTRL_VALLEY_CENTER	grid	80	-280	15302.735	15255.423	-47.312	302.74	-
CTRL_VALLEY_CENTER	grid	80	-260	15301.388	15256.310	-45.078	301.39	-
CTRL_VALLEY_CENTER	grid	80	-240	15298.709	15271.694	-27.015	298.71	-
CTRL_VALLEY_CENTER	grid	80	-220	15295.628	15292.766	-2.861	295.63	-
CTRL_VALLEY_CENTER	grid	80	-200	15292.066	15290.594	-1.473	292.07	-
CTRL_VALLEY_CENTER	grid	80	-180	15287.935	15286.501	-1.434	287.94	-
CTRL_VALLEY_CENTER	grid	80	-160	15283.162	15282.515	-0.647	283.16	-
CTRL_VALLEY_CENTER	grid	80	-140	15277.755	15276.313	-1.442	277.75	-
CTRL_VALLEY_CENTER	grid	80	-120	15271.776	15270.478	-1.299	271.78	-
CTRL_VALLEY_CENTER	grid	80	-100	15265.377	15265.022	-0.355	265.38	-
CTRL_VALLEY_CENTER	grid	80	-80	15258.721	15258.298	-0.423	258.72	-
CTRL_VALLEY_CENTER	grid	80	-60	15252.142	15251.608	-0.534	252.14	-
CTRL_VALLEY_CENTER	grid	80	-40	15245.796	15246.174	0.377	245.80	-
CTRL_VALLEY_CENTER	grid	80	-20	15239.941	15240.598	0.657	239.94	-
CTRL_VALLEY_CENTER	grid	80	0	15234.759	15234.932	0.173	234.76	-
CTRL_VALLEY_CENTER	grid	80	20	15230.260	15230.919	0.660	230.26	-
CTRL_VALLEY_CENTER	grid	80	40	15226.572	15227.334	0.762	226.57	-
CTRL_VALLEY_CENTER	grid	80	60	15223.586	15223.886	0.300	223.59	-
CTRL_VALLEY_CENTER	grid	80	80	15221.218	15221.941	0.722	221.22	-
CTRL_VALLEY_CENTER	grid	80	100	15219.475	15220.198	0.723	219.47	-
CTRL_VALLEY_CENTER	grid	80	120	15218.183	15218.817	0.634	218.18	-
CTRL_VALLEY_CENTER	grid	80	140	15217.341	15218.253	0.911	217.34	-
CTRL_VALLEY_CENTER	grid	80	160	15216.963	15217.701	0.738	216.96	-
CTRL_VALLEY_CENTER	grid	80	180	15217.020	15217.885	0.866	217.02	-
CTRL_VALLEY_CENTER	grid	80	200	15217.593	15218.763	1.170	217.59	-
CTRL_VALLEY_CENTER	grid	80	220	15218.739	15219.422	0.683	218.74	-
CTRL_VALLEY_CENTER	grid	80	240	15220.475	15221.359	0.884	220.48	-
CTRL_VALLEY_CENTER	grid	80	260	15222.840	15223.803	0.964	222.84	-
CTRL_VALLEY_CENTER	grid	80	280	15225.780	15226.094	0.314	225.78	-
CTRL_VALLEY_CENTER	grid	80	300	15229.213	15229.688	0.475	229.21	-
CTRL_VALLEY_CENTER	grid	80	320	15233.057	15233.400	0.344	233.06	-
CTRL_VALLEY_CENTER	grid	80	340	15237.153	15237.166	0.013	237.15	-
CTRL_VALLEY_CENTER	grid	80	360	15241.367	15241.333	-0.034	241.37	-
CTRL_VALLEY_CENTER	grid	80	380	15245.578	15245.571	-0.007	245.58	-
CTRL_VALLEY_CENTER	grid	80	400	15249.677	15249.750	0.074	249.68	-
CTRL_VALLEY_CENTER	grid	80	420	15253.585	15253.503	-0.081	253.58	-
CTRL_VALLEY_CENTER	grid	80	440	15257.254	15257.256	0.002	257.25	-
CTRL_VALLEY_CENTER	grid	80	460	15260.646	15260.811	0.164	260.65	-
CTRL_VALLEY_CENTER	grid	80	480	15263.772	15263.873	0.100	263.77	-
CTRL_VALLEY_CENTER	grid	80	500	15266.621	15266.719	0.098	266.62	-
CTRL_VALLEY_CENTER	grid	100	-500	15305.765	15305.511	-0.255	305.77	-
CTRL_VALLEY_CENTER	grid	100	-480	15307.986	15307.697	-0.289	307.99	-
CTRL_VALLEY_CENTER	grid	100	-460	15309.894	15309.211	-0.683	309.89	-
CTRL_VALLEY_CENTER	grid	100	-440	15311.425	15310.753	-0.673	311.43	-
CTRL_VALLEY_CENTER	grid	100	-420	15312.500	15311.874	-0.626	312.50	-
CTRL_VALLEY_CENTER	grid	100	-400	15313.166	15312.197	-0.969	313.17	-
CTRL_VALLEY_CENTER	grid	100	-380	15313.291	15312.486	-0.805	313.29	-
CTRL_VALLEY_CENTER	grid	100	-360	15313.026	15312.158	-0.868	313.03	-
CTRL_VALLEY_CENTER	grid	100	-340	15312.251	15298.154	-14.097	312.25	-
CTRL_VALLEY_CENTER	grid	100	-320	15311.099	15278.693	-32.406	311.10	-
CTRL_VALLEY_CENTER	grid	100	-300	15309.556	15280.590	-28.966	309.56	-
CTRL_VALLEY_CENTER	grid	100	-280	15307.639	15282.250	-25.389	307.64	-
CTRL_VALLEY_CENTER	grid	100	-260	15305.402	15283.365	-22.037	305.40	-
CTRL_VALLEY_CENTER	grid	100	-240	15302.707	15284.066	-18.641	302.71	-
CTRL_VALLEY_CENTER	grid	100	-220	15299.589	15288.252	-11.337	299.59	-
CTRL_VALLEY_CENTER	grid	100	-200	15295.888	15295.081	-0.807	295.89	-
CTRL_VALLEY_CENTER	grid	100	-180	15291.535	15290.559	-0.976	291.53	-
CTRL_VALLEY_CENTER	grid	100	-160	15286.469	15286.066	-0.403	286.47	-
CTRL_VALLEY_CENTER	grid	100	-140	15280.666	15280.281	-0.385	280.67	-
CTRL_VALLEY_CENTER	grid	100	-120	15274.211	15273.681	-0.530	274.21	-
CTRL_VALLEY_CENTER	grid	100	-100	15267.252	15267.069	-0.183	267.25	-
CTRL_VALLEY_CENTER	grid	100	-80	15260.012	15259.688	-0.323	260.01	-
CTRL_VALLEY_CENTER	grid	100	-60	15252.716	15252.668	-0.048	252.72	-
CTRL_VALLEY_CENTER	grid	100	-40	15245.722	15245.784	0.062	245.72	-
CTRL_VALLEY_CENTER	grid	100	-20	15239.181	15239.537	0.356	239.18	-
CTRL_VALLEY_CENTER	grid	100	0	15233.319	15233.816	0.497	233.32	-
CTRL_VALLEY_CENTER	grid	100	20	15228.276	15228.873	0.597	228.28	-
CTRL_VALLEY_CENTER	grid	100	40	15224.014	15224.796	0.782	224.01	-
CTRL_VALLEY_CENTER	grid	100	60	15220.617	15221.241	0.624	220.62	-
CTRL_VALLEY_CENTER	grid	100	80	15217.942	15218.753	0.811	217.94	-
CTRL_VALLEY_CENTER	grid	100	100	15215.891	15216.710	0.818	215.89	-
CTRL_VALLEY_CENTER	grid	100	120	15214.476	15214.942	0.466	214.48	-
CTRL_VALLEY_CENTER	grid	100	140	15213.541	15214.306	0.765	213.54	-
CTRL_VALLEY_CENTER	grid	100	160	15213.091	15213.771	0.680	213.09	-
CTRL_VALLEY_CENTER	grid	100	180	15213.168	15213.461	0.293	213.17	-
CTRL_VALLEY_CENTER	grid	100	200	15213.741	15214.338	0.596	213.74	-
CTRL_VALLEY_CENTER	grid	100	220	15214.884	15215.259	0.375	214.88	-
CTRL_VALLEY_CENTER	grid	100	240	15216.653	15216.999	0.346	216.65	-
CTRL_VALLEY_CENTER	grid	100	260	15219.001	15219.678	0.677	219.00	-
